volume,chapter,title,central_thesis,necessary_premises,dependencies,novel_contribution,strongest_objection_or_review_question,structural_function,provisional_disposition,source_count,status
08-culture-and-memetics,18-the-symmetry-of-capture,The Symmetry of Capture,"The Symmetry of Capture develops the central proposition framed by its subtitle, “A non-partisan attractor.”","Prior linked arguments plus chapter steps: The Same Six Moves, Twice; Tribal Psychology as the Substrate; When the Symmetry Becomes a Trap; The Real Divide",book/08-culture-and-memetics/17-anatomy-of-capture.md; book/07-liberty-and-governance/23-the-authoritarian-default.md; book/07-liberty-and-governance/26-words-that-lost-their-teeth.md; book/07-liberty-and-governance/17-agency-not-equality.md,Canonical book treatment of The Symmetry of Capture: A non-partisan attractor.,"Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?",Framework development or bridge,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,2,review
08-culture-and-memetics,19-the-capture-of-the-professions,The Capture of the Professions,"The Capture of the Professions develops the central proposition framed by its subtitle, “Psychiatry, the academy, engineering.”",Prior linked arguments plus chapter steps: The Five Symptoms; Independence Was the Contract; The Category Error in Engineering; Respect Without Relativism,book/08-culture-and-memetics/08-echoes-of-freud.md; book/03-minds-and-machines/33-the-politics-of-safety.md; book/06-markets-and-money/16-ornament-and-advantage.md; book/08-culture-and-memetics/17-anatomy-of-capture.md; book/08-culture-and-memetics/21-the-forbidden-pattern.md,"Canonical book treatment of The Capture of the Professions: Psychiatry, the academy, engineering.","Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?","Application, synthesis, or transition",Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,3,review
08-culture-and-memetics,20-gated-realities,Gated Realities,"Gated Realities develops the central proposition framed by its subtitle, “The sociology of self-segregation.”",Prior linked arguments plus chapter steps: The Grammar of Flight; The Mind That Flees; The Epistemic Immune Disorder; Archipelago,book/02-conditionalism/10-against-faith.md; book/08-culture-and-memetics/03-patterns-as-players.md; book/08-culture-and-memetics/05-the-egregoric-singularity.md; book/08-culture-and-memetics/15-enforcement-and-erasure.md; book/07-liberty-and-governance/11-civilizational-infrastructure.md,Canonical book treatment of Gated Realities: The sociology of self-segregation.,"Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?","Application, synthesis, or transition",Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,2,review
08-culture-and-memetics,21-the-forbidden-pattern,The Forbidden Pattern,"The Forbidden Pattern develops the central proposition framed by its subtitle, “Attention as moral infrastructure.”",Prior linked arguments plus chapter steps: The Blind Spot That Fills Itself In; When Noticing Became the Sin; Euphemism Is Machinery; The Second Client,book/08-culture-and-memetics/14-the-corruption-of-categories.md; book/08-culture-and-memetics/05-the-egregoric-singularity.md; book/08-culture-and-memetics/17-anatomy-of-capture.md; book/08-culture-and-memetics/09-dangerous-knowledge.md; book/07-liberty-and-governance/16-borders-and-movement.md; book/08-culture-and-memetics/19-the-capture-of-the-professions.md,Canonical book treatment of The Forbidden Pattern: Attention as moral infrastructure.,"Does the attention-allocation model predict patterned failure better than resource scarcity, incentives, and ordinary selection effects?","Application, synthesis, or transition",Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,1,review
08-culture-and-memetics,22-when-the-claim-is-true,When the Claim Is True,"When the Claim Is True develops the central proposition framed by its subtitle, “Rosalind Franklin and honest adjudication.”","Prior linked arguments plus chapter steps: The Facts, Read Off Directly; Granting the Defense in Full; The Verdict, Calibrated",book/07-liberty-and-governance/05-the-grey-zone.md; book/08-culture-and-memetics/23-two-ontologies-of-gender.md,Canonical book treatment of When the Claim Is True: Rosalind Franklin and honest adjudication.,"Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?","Application, synthesis, or transition",Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,1,review
08-culture-and-memetics,23-two-ontologies-of-gender,Two Ontologies of Gender,"Two Ontologies of Gender develops the central proposition framed by its subtitle, “Why the debate is stuck.”",Prior linked arguments plus chapter steps: Two Senses of Performance; Two Realities Colliding; Descriptive Categories and Constitutive Ones; The Mirror Illusion,book/08-culture-and-memetics/14-the-corruption-of-categories.md; book/08-culture-and-memetics/03-patterns-as-players.md; book/08-culture-and-memetics/02-schemas-and-groups.md; book/02-conditionalism/04-when-statements-fail.md; book/02-conditionalism/02-all-truth-is-conditional.md; book/08-culture-and-memetics/24-parity-where-it-pays.md,Canonical book treatment of Two Ontologies of Gender: Why the debate is stuck.,"Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?","Application, synthesis, or transition",Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,1,review
08-culture-and-memetics,24-parity-where-it-pays,Parity Where It Pays,"Parity Where It Pays develops the central proposition framed by its subtitle, “The equality paradox, symmetrical.”",Prior linked arguments plus chapter steps: The Shape of the Divergence; We Do Not March for the Morgue; The Supply Chain Nobody Counts; Friction Is Not Injustice,book/08-culture-and-memetics/23-two-ontologies-of-gender.md; book/08-culture-and-memetics/27-the-taboo-test.md; book/08-culture-and-memetics/22-when-the-claim-is-true.md; book/07-liberty-and-governance/17-agency-not-equality.md; book/06-markets-and-money/23-the-loaded-dice-of-parenthood.md,"Canonical book treatment of Parity Where It Pays: The equality paradox, symmetrical.","Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?","Application, synthesis, or transition",Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,2,review
08-culture-and-memetics,25-the-rituals-of-absolution,The Rituals of Absolution,"The Rituals of Absolution develops the central proposition framed by its subtitle, “Symbolic debt, categorical remedies, and historical compression.”",Prior linked arguments plus chapter steps: The Confession Before the Catering; The Gate That Calls Itself a Repair; The History It Invokes; The Foil: When Renaming Is Not a Ritual,book/08-culture-and-memetics/22-when-the-claim-is-true.md; book/07-liberty-and-governance/06-rights-are-forged.md; book/08-culture-and-memetics/12-the-capture-of-words-and-time.md; book/07-liberty-and-governance/16-borders-and-movement.md; book/07-liberty-and-governance/07-needs-conflicts-and-hard-cases.md,"Canonical book treatment of The Rituals of Absolution: Symbolic debt, categorical remedies, and historical compression.","Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?","Application, synthesis, or transition",Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,4,review
08-culture-and-memetics,26-the-oldest-attractor,The Oldest Attractor,"The Oldest Attractor develops the central proposition framed by its subtitle, “Antisemitism as a perverse Schelling point.”","Prior linked arguments plus chapter steps: Reasons That Cancel Each Other Out; The Third Attractor, at Full Scale; Why It Fires Under Stress; What Debunking Cannot Reach",book/08-culture-and-memetics/06-the-geometry-of-culture.md; book/08-culture-and-memetics/03-patterns-as-players.md; book/08-culture-and-memetics/21-the-forbidden-pattern.md,Canonical book treatment of The Oldest Attractor: Antisemitism as a perverse Schelling point.,"Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?","Application, synthesis, or transition",Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,1,review
08-culture-and-memetics,27-the-taboo-test,The Taboo Test,"The Taboo Test develops the central proposition framed by its subtitle, “The asymmetry heuristic.”",Prior linked arguments plus chapter steps: Where the Norm Comes From; Running the Ledger; The Heat-Pump Test; The Instrument,book/08-culture-and-memetics/24-parity-where-it-pays.md; book/08-culture-and-memetics/25-the-rituals-of-absolution.md; book/08-culture-and-memetics/20-gated-realities.md; book/08-culture-and-memetics/21-the-forbidden-pattern.md,Canonical book treatment of The Taboo Test: The asymmetry heuristic.,"Are empirical examples and burdens of proof applied symmetrically, with rival causal explanations considered?",Volume conclusion or envoi,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,1,review
09-meaning,01-spirituality-without-spirits,Spirituality Without Spirits,"Spirituality Without Spirits develops the central proposition framed by its subtitle, “The word as living fossil.”",Prior linked arguments plus chapter steps: From Breath to Ghost; The Capture and the Severance; What the Word Now Names; The Living Fossil,book/09-meaning/15-religion-as-memetic-engineering.md; book/08-culture-and-memetics/26-the-oldest-attractor.md; book/02-conditionalism/10-against-faith.md; book/09-meaning/02-the-secular-sacred.md; book/09-meaning/18-the-great-unfolding.md,Canonical book treatment of Spirituality Without Spirits: The word as living fossil.,"Is the conclusion argued, stipulated, or chosen, and does the prose keep that epistemic status visible?",Volume orientation and foundation,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,1,review
09-meaning,02-the-secular-sacred,The Secular Sacred,"Sacredness can be reconstructed as a protected role in practical ordering—an apex, cluster, threshold, or conflict rule—without requiring a supernatural source or proving the commitment worthy.","Prior linked arguments plus chapter steps: The Sacred Is a Position, Not a Substance; Three Accounts at Three Levels; Naming the Apex; Why Pretending You Have None Blinds You",book/09-meaning/14-integrating-meaningness.md; book/02-conditionalism/18-sacred-coherence.md; book/09-meaning/10-the-credo.md,Canonical book treatment of The Secular Sacred: The protected priority.,Does defining the sacred structurally capture religious sacredness or stipulate a secular analogue under the same word?,Foundational development,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,1,review
